Column1;energy;valence;spotify_id;name;artists;duration
14348;0.879;0.25;7lNxDmqhKTOAlFBPCmkvLc;My Sacrifice;Creed;294600.0
14404;0.838;0.696;5kfz5F8TfsFs05MBMqkcOz;Mr. Jones;Counting Crows;272733.0
14418;0.824;0.647;2E5NQYOQOhzUUmQluohFqC;Over & Over;Dark Heart,Njomza;147110.0
14421;0.383;0.352;4B3dL0tGTyuCFrNC5cBVfh;High and Dry;Radiohead;257480.0
14441;0.546;0.608;5kh2oynEmiwMl13WzxqLIR;Sex & Candy;Marcy Playground;172333.0
14445;0.694;0.428;3I8N3UnaNQK1QRV5pRtfm4;Nirvana;A7S;157910.0
14479;0.91;0.745;5KbTBSGUvgDg75gIVhUaAW;Jealous;Eyedress;122339.0
14587;0.462;0.617;6iyZrtuREtIpmW1HQitczJ;Finding Nemo;Matt Frewer;1098267.0
14967;0.923;0.768;4eLSCSELtKxZwXnFbNLXT5;On Top Of The World;Imagine Dragons;189840.0
14990;0.758;0.821;1vTlUeZQx3G063arrFeyrT;Big Girl (You Are Beautiful);MIKA;248000.0
15024;0.815;0.955;1orDTlpI02AkHtNN3RAtLV;Monsta;Culcha Candela;196120.0
15031;0.672;0.617;7hUyHTbWugVMP9SyCm8gkO;If a Song Could Get Me You;Marit Larsen;205653.0
15051;0.905;0.516;5j9iuo3tMmQIfnEEQOOjxh;Best Day Of My Life;American Authors;194240.0
15078;0.634;0.366;0TZejo18HlJ86OrWNsXKnw;Mrs Magic;Strawberry Guy;208500.0
15332;0.901;0.109;57fqmDaokbxZ3TaB0jp39q;Holy Diver;Dio;353787.0
15378;0.91;0.458;7Dtukb9NLJs1i0lohMlIC5;Detroit Rock City;KISS;215899.0
15413;0.911;0.73;11KSXTdg8h7l2a8fjAC0Vs;Heaven's On Fire;KISS;200853.0
15416;0.975;0.492;6OtnlynaTKGksWAW28QYY6;Detroit Rock City;KISS;237640.0
15421;0.696;0.681;7AZ7Pc8CNzgxd8hZCPefgD;Why Can't This Be Love;Van Halen;211080.0
15432;0.897;0.492;6GzCkTddOn1vSln1gbSr8y;Shoot to Thrill;AC/DC;317800.0
15434;0.822;0.772;6Fba9RZtC6vTY814JToDtP;Jump;Van Halen;239560.0
15435;0.866;0.785;12A0IAyIegPcMStxpk47YM;Heaven's On Fire;KISS;201400.0
15441;0.714;0.294;6xofu37U6SfpzvL2VQK26s;Heart-Shaped Box;Nirvana;281533.0
15451;0.912;0.72;75aLTVBSGIquqzQ6AkmK3Q;Smells Like Teen Spirit;Nirvana;301920.0
15452;0.889;0.286;7vPnlEkCGmYx2Eier8YBwc;Even Flow;Pearl Jam;293667.0
15461;0.931;0.527;0mWiuXuLAJ3Brin3Or2x6v;Learn to Fly;Foo Fighters;234800.0
15468;0.958;0.961;0MFqTwRcuY8Ds66WXPDt9r;Know Your Enemy;Green Day;190987.0
15472;0.969;0.366;7MffyPzHHH1YUoUwBzV3W2;Dr. Feelgood;Mötley Crüe;289924.0
15476;0.774;0.139;0v0KGq7smojiSXelesmhES;Home Sweet Home;Mötley Crüe;239696.0
15494;0.994;0.208;3dmnEw4oqLIgyhlhmprupg;Headbanger;Bionator Project;149400.0
15561;0.914;0.299;5sZnfnzuHbuuIGGQn8bhH0;Risk It All;Ella Henderson,House Gospel Choir,Just Kiddin;178065.0
15624;0.995;0.194;50VwMICMzUpbnYGBxGKqFU;Wall Of Fire;Tears Of Fury,MC Prime;225971.0
15733;0.972;0.0353;7wnUHiPwV28IVTj4DrJSfa;Squishy;Korsakoff;194595.0
15955;0.979;0.366;7rKS9FoVpE1mLrbxCnlokX;Hurricane;Ran-D;295647.0
15968;0.869;0.0383;1TwbzKMxFBExaDEUWqQ832;Zombie;Ran-D;289549.0
15978;0.594;0.287;5FOKOPyNOyxJRClqv6XBOl;Imaginary;Brennan Heart,Jonathan Mendelsohn;192500.0
16073;0.955;0.208;2EwvXqwkfU6c0mxJYRL9iA;Fired Up - Hard Mix;LNY TNZ,Ruthless,The Kemist;190450.0
16081;0.944;0.637;3oTaHMklchPDDekuw1lfIw;PHOENIX;BURNOUT SYNDROMES;246787.0
16130;0.92;0.22;07td6q9ilBVYnp3kyofPdc;Spirit of Hardstyle;Noisecontrollers;287631.0
16184;0.929;0.139;6GXB5IyqwhZMdyYqpPkW1X;Invincible;Neolux;177167.0
16215;0.942;0.384;6grZ25M9c5o8T75z0tY0xq;Becoming;Volbeat;253325.0
16267;0.955;0.333;0oWHLtxWeMJhmwxtrxhNK0;Welcome To The Jungle;Guns N' Roses;273600.0
16283;0.829;0.502;1Rhr64SXn8s4LjnpPAUHon;Iron Man;Black Sabbath;354213.0
16290;0.678;0.531;5bkNg8UwgncK6vezaiPh1I;Beyond the Realms of Death;Judas Priest;409640.0
16305;0.944;0.392;4A1jq5W97gi5ok44CgZiab;Battery;Metallica;312707.0
16311;0.948;0.476;1cnA8Zf6McVyoWTr8xf0Ml;Stargazer;Rainbow;506160.0
16313;0.825;0.516;6w8dBm5KlXxWejYrbGS1EJ;I Wanna Be Somebody;W.A.S.P.;223533.0
16316;0.934;0.491;5B6Z7NwVqA7W3UFiqBdEJC;Round and Round;Ratt;265893.0
16342;0.871;0.218;6Btxj6imU6p1QPGfqRUHlj;Overkill;Motörhead;311000.0
16434;0.942;0.571;4QaxyJsbo5AR3bnEB7ko8h;Heartless Madness;Dynazty;239867.0
16441;0.846;0.448;1PhLYngBKbeDtdmDzCg3Pb;Sad But True;Metallica;323933.0
16457;0.953;0.14;2eB7JqIY4hTTSz31h6bjwR;Through The Fire And Flames;DragonForce;439120.0
16462;0.995;0.0374;0YjAFxSSrQVBgXgAXx0htq;Raining Blood;Slayer;255173.0
16469;0.836;0.56;2MuWTIM3b0YEAskbeeFE1i;Master Of Puppets;Metallica;515387.0
16476;0.905;0.457;0yd0NF2DaG04KLqJT5LLV2;Detroit Rock City;KISS;218693.0
16507;0.847;0.886;48PBqbMjiYPq3VsY7vG5n4;I Was Made For Lovin' You;KISS;270960.0
16520;0.941;0.556;6QpWIlT6WqmwSYpR9Tjb13;ピースサイン;Kenshi Yonezu;237280.0
16708;0.652;0.159;3ehI7iXJPiOU2aKVGItIwL;Sharing Locations (feat. Lil Baby & Lil Durk);Meek Mill,Lil Durk,Lil Baby;161036.0
16735;0.929;0.862;4uiXpLocjcnFNK4SUpWo8p;白金ディスコ;物語シリーズ;256573.0
16754;0.191;0.0335;6XmY3xNVGemozNMApOCobZ;Pastoral;Christian Löffler;220630.0
16860;0.56;0.854;7xapw9Oy21WpfEcib2ErSA;Mistletoe;Justin Bieber;182947.0
16861;0.841;0.84;6pVW5LRWgeLaHudxauOTJU;Jingle Bell Rock - Daryl's Version;Daryl Hall & John Oates;126360.0
16935;0.727;0.343;4dyrqiXUcK29hzrL2elqO3;Like It Is;Kygo,Zara Larsson,Tyga;183067.0
16999;0.783;0.737;0I4ym8CffgqtXIB2jDb1OM;Wicked Wonderland;Tungevaag;217271.0
17009;0.574;0.704;3qwftg7TSyeyagKcYj66Kp;I Can See Clearly Now - Edit;Johnny Nash;160947.0
17020;0.918;0.199;7vGWH8cSr389jeNN4fsXYQ;Nobody To Love - Radio Edit;Sigma;189720.0
17022;0.659;0.532;4WRZjx6NQDQQbfe98Peg8T;Perfect (feat. Haris);Lucas & Steve,Haris;176517.0
17033;0.872;0.657;4A6IgELhUNZIJ38kMUB4pC;She's Country;Jason Aldean;220573.0
17038;0.858;0.819;4LaKcWRqoZKnN626xheqM2;Kick The Dust Up;Luke Bryan;192906.0
17039;0.877;0.768;0WYbR2GSfl4ehvmLmcpAqi;Hicktown;Jason Aldean;306027.0
17064;0.315;0.325;38zsOOcu31XbbYj9BIPUF1;Your Song;Elton John;241787.0
17067;0.638;0.438;5CG9Ps5ynNjpKJHmwc95pa;Somewhere On A Beach;Dierks Bentley;197120.0
17073;0.655;0.368;0ll8uFnc0nANY35E0Lfxvg;Somewhere Only We Know;Keane;236160.0
17107;0.423;0.527;5xZYQAl2oktfGQ20rLOJt6;Mammas, Don't Let Your Babies Grow Up to Be Cowboys;Waylon Jennings,Willie Nelson;152533.0
17199;0.652;0.476;2u7Nm46dAujcAi5Rw79CJL;Eyes On You;Chase Rice;182493.0
17201;0.828;0.378;6nUKELHbV6Tdj5OuQbksKH;Huntin', Fishin' And Lovin' Every Day;Luke Bryan;278640.0
17209;0.594;0.503;7Il2yWQmsqKgSkLQvHTPUI;Tequila;Dan + Shay;195987.0
17212;0.402;0.382;4Qx06Fzsepmdz2NGSWfZck;Beautiful Crazy;Luke Combs;193200.0
17234;0.863;0.64;5eDvChP4WAPPrtaQeI9MhT;Beer Never Broke My Heart;Luke Combs;186800.0
17235;0.5;0.409;3Z6ZB2rAjuqsErN2gWzojW;Homesick;Kane Brown;205400.0
17316;0.93;0.694;2aos0fk0KTLtufivQ6jAhf;インフェルノ;Mrs. GREEN APPLE;212547.0
17322;0.994;0.732;4C39WSjsA70cyKCwGsxH8v;Just Feels Tight;FISHER;197978.0
17452;0.863;0.632;0oe2fBE0ElSk7sIAz6bnOZ;Need Your Love;Alex Hosking,Majestic;168180.0
17453;0.856;0.733;0YORgvqP1MotwCnDZzOwII;I Wish (feat. Mabel);Joel Corry,Mabel;181728.0
17455;0.34;0.59;2KI7jwc4PaEMEclXcnI7nv;Five Little Ducks;Super Simple Songs;152224.0
17456;0.831;0.576;14agcnE3UapOnnxYufVMZZ;Goodbye;Nathan Dawe,T. Matthias;174650.0
17670;0.588;0.513;3HCfLj84q3qXdArLlA1dV5;Dance Monkey;Tones And I;209438.0
17694;0.585;0.353;4jbmgIyjGoXjY01XxatOx6;Dark Horse;Katy Perry,Juicy J;215672.0
17704;0.77;0.161;0O3hacFfr7hp4fIeomi4ex;Oracle;Timmy Trumpet;180155.0
18059;0.532;0.405;3rq5w4bQGigXOfdN30ATJt;Do I Wanna Know?;Arctic Monkeys;272394.0
18062;0.447;0.538;7s5VQqrjBtrBgZL4pEa46S;Romantic Lover;Eyedress;86739.0
18169;0.45;0.344;3RVupqMb1zXl8FNG9TlWBZ;Mykonos;Fleet Foxes;275307.0
18185;0.698;0.423;4eH8TpawYJMjcDvC0LDHYv;You've Got The Love;Florence + The Machine;168667.0
18199;0.936;0.879;4juzduULFJiZVIcrC1tkxE;Banquet;Bloc Party;201360.0
18203;0.151;0.31;3jQyadhLTxpxadQlkFh2b8;Heartbeats;José González;160240.0
18214;0.946;0.458;7syvCBTKAgC39dya4fBNGP;Friday I'm In Love;The Cure;214400.0
18234;0.256;0.103;1NyFRrFiJAJIaR6icj1goI;Skinny Love;Bon Iver;238533.0
18466;0.656;0.95;4Tvekfes45AT2GWJlqdKar;Columbo;Wanda;234662.0
18527;0.821;0.34;5RoIXwyTCdyUjpMMkk4uPd;Sweet Disposition;The Temper Trap;230800.0
18584;0.481;0.461;6JnufVNLIO5F5Lk4sEVLeI;Little Lion Man;Mumford & Sons;246973.0
18587;0.637;0.729;52oPovnmK1kTuvEIf5BQcH;Hauch mich mal an;Das Lumpenpack;243264.0
18615;0.814;0.617;49FmbJ8nex1Dnc592ezhXN;Verschwende deine Zeit;Edwin Rosen;160453.0
18623;0.727;0.607;2NpPVdM8SV4kSaGyczxZp2;Großstadt;Provinz;172672.0
18632;0.783;0.394;1imBbINhKJE5BQDkjsaXox;Hymne gegen euch;Provinz;178668.0
19212;0.498;0.86;3de7infRpiaYuUNtoDyo8k;Jabeh Javaher;Ebi;258627.0
19243;0.902;0.963;25dq0FOoZBkRTTfR55uzeI;Gentleman;Sasy;186019.0
19251;0.697;0.791;2TYTO9xzGEIzFJdcH0KjwY;Fada Sham;Sami Beigi;214831.0
19259;0.824;0.679;5OitgQJDUHNK7msgKtxZz2;Ey Joonam;Sami Beigi;216089.0
19260;0.915;0.883;2q1UZRbpf79JBuN5wLbtDy;Ashegham Karde;Behnam Bani;208465.0
19264;0.79;0.499;4kQlK3Z0XKfGdNSLoD8LUe;Saaghiya;Sasy;185130.0
19268;0.914;0.691;0pgKFsGcOihhWicQbvwf4C;Palangeh;Morteza;248187.0
19279;0.319;0.294;3bNv3VuUOKgrf5hu3YcuRo;Someone Like You;Adele;285240.0
19295;0.812;0.72;3oHNJECGN3bBoGXejlw2b1;Last Friday Night (T.G.I.F.);Katy Perry;230733.0
19310;0.851;0.961;0RnCUYXa7jhgTXtiMXF2PQ;You Make Me Feel (Mighty Real);Sylvester;400116.0
19417;0.732;0.679;3E5XrOtqMAs7p2wKhwgOjf;Just Dance;Lady Gaga,Colby O'Donis;241933.0
19437;0.819;0.766;6Z8R6UsFuGXGtiIxiD8ISb;Safe And Sound;Capital Cities;192790.0
19443;0.956;0.216;7Id4hLsGaHeQ1kZq6LDBuD;2010;GAME CENTER;194347.0
19457;0.588;0.513;2XU0oxnq2qxCpomAAuJY8K;Dance Monkey;Tones And I;209438.0
19458;0.793;0.677;6WrI0LAC5M1Rw2MnX2ZvEg;Don't Start Now;Dua Lipa;183290.0
19470;0.58;0.66;3TGRqZ0a2l1LRblBkJoaDx;Call Me Maybe;Carly Rae Jepsen;193400.0
19471;0.937;0.749;03UrZgTINDqvnUMbbIMhql;Gangnam Style (강남스타일);PSY;219493.0
19516;0.976;0.937;0FutrWIUM5Mg3434asiwkp;Never Gonna Give You Up;Rick Astley;212400.0
19540;0.818;0.713;5jaz6aiRknA63NIYWdbr2O;We R Who We R;Kesha;204827.0
19551;0.537;0.284;3bXH3Ks4KqYSAbZkBjDSLY;さよなら;Off Course;301053.0
19579;0.5;0.452;7nzA6o36TJHU7GbbWhlAQR;つぐない;Teresa Teng;230533.0
19583;0.783;0.842;13IEieDTfJbZamB0nNDf4d;RUNNING SHOT;Kyohei Shibata;250933.0
19680;0.862;0.778;48TjwlV1npTexG5Q0VRb9B;吐息でネット;Yoko Minamino;273347.0
19735;0.842;0.574;2TfSHkHiFO4gRztVIkggkE;Sugar, We're Goin Down;Fall Out Boy;229093.0
19816;0.723;0.374;05OHGzibvNF0oPyQ2zbyYd;やさしさで溢れるように;JUJU;290773.0
19877;0.725;0.629;2luopFkBqfUw5NSe51XTxa;風立ちぬ;Seiko Matsuda;278400.0
19886;0.525;0.589;2PFzK3kMDDYKhGnugvNYf1;なんでもないよ、;Macaroni Empitsu;218752.0
19899;0.853;0.707;1zd35Y44Blc1CwwVbW3Qnk;群青;YOASOBI;248027.0
19933;0.891;0.475;5XApCrSTIAPapBPT1Vo4SZ;藍二乗;ヨルシカ;248453.0
19983;0.894;0.642;2y7f8qkrgIqY5KsfPNcuix;Black Catcher;Vickeblanka;196947.0
19996;0.643;0.0781;4x3SQvTgvqSTU3nOL1urZh;The Reason;Hoobastank;232800.0
19999;0.836;0.546;6jBNUlTbv3fyn5t4izsdMa;again;YUI;255213.0
20003;0.988;0.362;4YXlnwnK3yt5xLfF5Q8wKG;JUSTadICE;Seiko Oomori;230457.0
20013;0.888;0.637;2m2HiaiQeTVrLjC4g2KzOz;ユキトキ;yanaginagi;269880.0
20014;0.911;0.636;79xWNLa4NozmuT7fLAGF5F;春擬き;yanaginagi;270520.0
20038;0.937;0.614;2myR1tzmscTcGc3gBGcSov;イマジネーション;SPYAIR;176640.0
20040;0.961;0.585;0Y6cmVavmgo1nQUeehC2wV;ROB THE FRONTIER;UVERworld;232773.0
20056;0.904;0.878;2ebZ1Em8I9EbYy1dBdtUL8;Kyouran Hey Kids!!;THE ORAL CIGARETTES;253680.0
20124;0.902;0.437;3IDF7N86lrcWaJEt9C1gbS;Cry Baby;Official HIGE DANdism;240285.0
20147;0.939;0.348;5EHtUEFJ9trrc3cNNfBfJj;ヒカリアレ;BURNOUT SYNDROMES;244787.0
20172;0.778;0.458;6NUcqCyyiRQ5wfLqd8hmoj;シルシ;LiSA;287640.0
20175;0.985;0.449;6E82gb7Ys13EsfASnGOvTI;Catch the Moment;LiSA;281440.0
20200;0.991;0.635;3hsyn73e03cL3JCnlRIQ7K;white forces;fripSide;298253.0
20206;0.646;0.373;4rvtqOGyTPZJwWtVTNdZbu;Lemon;Kenshi Yonezu;255827.0
20237;0.722;0.763;3ViZGdZVUGJa7G7NgPht6c;Kuchizuke Diamond;WEAVER;233144.0
20239;0.945;0.691;6mHV1XXo8e00o7ydEUN64h;嘘;SID;205533.0
20268;0.869;0.528;6d28iVuvuv1JNCNMbEKE0e;FLN;(sic)boy,Jez Dior,KM;195857.0
20296;0.536;0.429;52dyV2GHDKN6bvakUyoqKz;ローリア;ZOOKARADERU;244053.0
20343;0.955;0.237;3bo6XgGWgo7VAHsN12LnOX;遥か彼方;ASIAN KUNG-FU GENERATION;242667.0
20360;0.967;0.345;5jCUbYzrTSVlNdhZgiguWF;Seven Deadly Sins;MAN WITH A MISSION;207000.0
20362;0.94;0.588;291GC2OHXnAKX7sV1JOKFF;Bad Apple!!;RichaadEB,Cristina Vee;299130.0
20388;0.461;0.487;47c0yiND86tZSiOCR2oJ5w;なんでもないや - movie ver.;RADWIMPS;344053.0
20392;0.884;0.314;4cHKd6qPMR1TMx55KHlida;Notion;The Rare Occasions;195121.0
20398;0.806;0.815;4ygbV3NkMBpzXmmwM4zrli;オトナHIT PARADE;BRADIO;255723.0
20407;0.682;0.455;6UjeFOCGYgMpBUtqKg1Je3;Alien Blues;Vundabar;156057.0
20426;0.912;0.566;6KxDdy6asuOagDjO4fjE5Q;The Writing On The Wall;Iron Maiden;373899.0
20427;0.759;0.381;2SGkIE5YRgm8znklaCArE4;Spit Of You;Sam Fender;273027.0
20471;0.883;0.63;65TyjnyQS5tYYVnv723qDq;Sign;FLOW;236400.0
20472;0.911;0.475;3ISBmcdNPprA32RCm3tx50;ANIMA;ReoNa;267177.0
20475;0.945;0.396;2lO9sYbtyixyMIlj3TDcuU;RESISTER;ASCA;227573.0
20483;0.919;0.565;2gSkvrwfCXCgqeugzezn97;廻廻奇譚;Eve;219234.0
20491;0.795;0.556;0yy8QwH9OOgeF3CBeUDguR;ODD FUTURE;UVERworld;225907.0
20496;0.846;0.767;4AullfDGRGGp4DHyQqIWdG;スターマーカー;KANA-BOON;213440.0
20693;0.361;0.0516;16AWl9fFu1QfT0pGVJWudG;Escape - Hania Rani Remix;Skalpel,Hania Rani;267330.0
20876;0.858;0.649;0BJMgVrnWIvgYsjq8KaPeh;SCIENTIST;TWICE;194600.0
20907;0.909;0.702;0BTaaKT4RMbs5M73tOHX5Y;Alcohol-Free;TWICE;210573.0
20932;0.611;0.527;2ZMkjvuOQOD9HLplTDjbTA;XOXO;JEON SOMI;207650.0
20957;0.893;0.752;11bKMtXv6SRHY4paHR6qhz;Universe (Let's Play Ball);NCT U;231467.0
21001;0.845;0.656;7xTOqnsOV6qHBPWoCWpzGM;I'm Not Cool;HyunA;174173.0
21023;0.884;0.573;36UVZPoK8a1Oxh13cY8kOp;I Don't Wanna Be In Love (Dance Floor Anthem);Good Charlotte;244000.0
21046;0.689;0.504;4Bmk7JYOquhWmSMMW4WebM;NUNU NANA;Jessi;195836.0
21216;0.669;0.542;6tXjP6xgPJ7Xr1igrO6bOE;Don't Stop The Music;Rihanna;267080.0
21228;0.845;0.871;1FHNctV68GUNLgXclG2DtR;Dancing in the Moonlight;Toploader;233373.0
21236;0.325;0.429;73E08jF1urQQSO0oTzCPpP;No One - Acoustic;Alicia Keys;259570.0
21252;0.936;0.678;6nDHNHOVNuWK48N24Fktcs;Wait A Minute My Girl;Volbeat;140053.0
21275;0.333;0.397;77vgQcXbwX5C4oapmx6phI;Father And Son;Yusuf / Cat Stevens;220320.0
21355;0.522;0.382;2p0FewtVb0Y9davyTsUWOz;Never Give Up;King Henry;231724.0
21418;0.737;0.369;2Q4MRMnSAMckugCtR5jgXT;Problemón;Alvaro Diaz,Rauw Alejandro;193013.0
21521;0.709;0.72;132ALUzVLmqYB4UsBj5qD6;Adan y Eva;Paulo Londra;256972.0
21663;0.626;0.413;1G3XirmJ0RtchEDr85da3R;Ollulleru;Justin Varghese,Praseetha Chalakudy;201877.0
21667;0.354;0.405;4ZQA0norYP8HHLJszeWvvd;PakalIravukal;Neha Nair,Sushin Shyam;213052.0
21682;0.363;0.379;4litihFUFb2qubxk1GO4U5;Hijabi;Justin Varghese,Adheef Muhamed;314249.0
21737;0.474;0.186;6kPYrnBJubso1t47lbXvNU;Uyire;Sid Sriram;199922.0
22027;0.477;0.609;0QYWNTnsFxCBJF7Ns3xLbz;分手後不要做朋友;Rachel Liang;257727.0
22028;0.464;0.252;5lIrAprbcskWeSMhsIpMsb;好的事情;Yen-J;263107.0
22030;0.41;0.182;2gZJu9R8321ZIqZGRscepj;他不愛我;Karen Mok;238586.0
22152;0.402;0.124;4FOydQ5IdqmdeBgG9vFbPg;安靜;Jay Chou;334240.0
22172;0.67;0.375;2GImRwKOLxKeYNyQGeZuqS;傷心太平洋;Richie Jen;266240.0
22181;0.477;0.535;2gug6MRv4xQFYi9LA3PJCS;你,好不好? - TVBS連續劇【遺憾拼圖】片尾曲;Eric Chou;287307.0
22184;0.343;0.258;6I1YEg3hDmhTzmCmtHDa1e;你不知道的事;Leehom Wang;276667.0
22220;0.511;0.239;0fQla3BOmDbwE7e6I78LbZ;錯的人;Elva Hsiao;311813.0
22221;0.912;0.566;20sXcaJkWP0DdzA58Colw3;The Writing On The Wall;Iron Maiden;373899.0
22248;0.962;0.188;0jLyykA9QqdJbwgsVL9YVh;Beast of Gévaudan;Powerwolf;211893.0
22304;0.934;0.411;7iD5t0YgWvIIrvZtw6IIxQ;Hellraiser - 30th Anniversary Edition;Ozzy Osbourne,Lemmy,Motörhead;295881.0
22307;0.82;0.543;55cd3NlqktNjhAZcPvaUvk;You've Got Another Thing Coming;Judas Priest;310067.0
22311;0.995;0.0363;4fiOTntQKr24p07FvQDHZE;Raining Blood;Slayer;255187.0
22312;0.961;0.491;2RaA6kIcvomt77qlIgGhCT;Breaking the Law;Judas Priest;153840.0
22314;0.929;0.3;5V3mdRI2yQxbSsJGDPc5lD;Chop Suey!;System Of A Down;210240.0
22316;0.828;0.604;5sICkBXVmaCQk5aISGR3x1;Enter Sandman;Metallica;331267.0
22324;0.996;0.327;2gscB6kDOmrv1P6qs2KXE3;Wait and Bleed;Slipknot;147840.0
22325;0.938;0.697;2G0mUXIwgANkkDZHLbt1rx;Kill The King;Rainbow;270507.0
22331;0.884;0.624;4WJNMSihHL8e4hs9SkBq9C;Break Stuff;Limp Bizkit;166707.0
22455;0.677;0.546;6p2liQLGoDaLXgND68bfVt;Coming Undone;Korn;199773.0
22549;0.797;0.232;5OxclJsdFESni44YlpNpkR;Parasite Eve;Bring Me The Horizon;291813.0
22564;0.972;0.125;6IW3lhqabqAxSuGgR1Zye8;Blinded;As I Lay Dying;202158.0
22607;0.966;0.459;4aKWfvddjsBwIrb3KKLb4x;Blood & Water;Memphis May Fire;230674.0
22612;0.969;0.387;6n0u2fNqcy3UCSidD3u2UA;Circle The Drain;Wage War;215347.0
22619;0.983;0.359;5SIVBEbFY1e3L2ri0DWR4h;Snowblood;ERRA;253680.0
22622;0.959;0.336;14EXZEog1hW97d6yz8ejih;The End of All We Know;Bleed From Within;251512.0
22718;0.963;0.294;0ShUX5LYFHltP8T7PxRhRm;Sleepwalking;Bring Me The Horizon;230091.0
22722;0.995;0.167;69ow35I1jI6gYI45H1Bw7e;The Remedy;Polaris;243913.0
22793;0.95;0.51;4HBAUb51EPTPdYKCUR8Djg;The Past Is Dead;Beartooth;215925.0
22800;0.963;0.573;2uzuj9JqqWvSvbJsVWJoOf;On the Inside;As Everything Unfolds;191338.0
23051;0.477;0.209;6MoTeX5dtuPZ3hwaecuBkz;Purple Noise;Boris Brejcha;539520.0
23096;0.69;0.215;6VGNzYErt08Rai78mLkIzI;Domino;Oxia;435267.0
23103;0.569;0.519;7DXkpdqrLrhxUZBS38i35W;Night Owl;Boris Brejcha;524160.0
23129;0.4;0.327;1FWsomP9StpCcXNWmJk8Cl;K.;Cigarettes After Sex;320030.0
23164;0.425;0.195;43mulJ5Q7ECMNpqpmtflNt;The Way Back;Solomun;446053.0
23225;0.27;0.373;0O0bttAxJKKWqAqY2Nq4mC;Falling In Love;Cigarettes After Sex;245840.0
23360;0.616;0.961;6pNVhq4m3S9iNRxpwmVQZm;Stuck In The Middle With You;Stealers Wheel;203000.0
23388;0.887;0.903;5oQcOu1omDykbIPSdSQQNJ;1985;Bowling For Soup;193000.0
23400;0.741;0.646;3XYRV7ZSHqIRDG87DKTtry;Permission to Dance;BTS;187585.0
23403;0.85;0.633;25FTMokYEbEWHEdss5JLZS;Teenage Dirtbag;Wheatus;241667.0
23412;0.85;0.264;6rncdxLbY6nHZmMqyxxFIy;99 Red Balloons;Goldfinger;234360.0
23413;0.802;0.293;3JxefpUPB9vmI2ZO5MMYZA;The Best Of Me;The Starting Line;258267.0
23414;0.865;0.241;4EnkwZd0UJAuHpNMMemQaA;Closing Time;Semisonic;273160.0
23417;0.891;0.588;18GC3F8YPGB8CePXcTUizQ;Thnks fr th Mmrs;Fall Out Boy;203507.0
23418;0.887;0.408;2GD8Ia7rtJzfgTIy20TaRI;This Ain't A Scene, It's An Arms Race;Fall Out Boy;212040.0
23427;0.909;0.314;1b7vg5T9YKR3NNqXfBYRF7;Check Yes Juliet;We The Kings;220133.0
23432;0.896;0.569;0J69x3mqm7U6tBPKsjpsWR;Dear Maria, Count Me In;All Time Low;182827.0
23689;0.339;0.15;4HHDRt7w95ewCrZtRS8djw;Paciência;Lenine;231572.0
23706;0.386;0.483;27Es7REkNYsWCMBoIbmwCW;De Janeiro a Janeiro;Roberta Campos,Nando Reis;190960.0
23725;0.566;0.281;6A3Q8BVAAI2PW1s6MX4ZGF;Boa Sorte / Good Luck (feat. Ben Harper);Vanessa Da Mata,Ben Harper;235600.0
23751;0.276;0.64;4LKORkGLmXfwTtxAvMIc2x;Sampa;Caetano Veloso;199027.0
23779;0.34;0.396;6vgKWE1KV4E7p1Dv75z0kL;Azul Da Cor Do Mar;Tim Maia;198262.0
23800;0.372;0.482;209ucYTS6vWEV5iydrHiOt;Só Tinha De Ser Com Você;Elis Regina,Antônio Carlos Jobim;233544.0
24048;0.703;0.317;47oz5ZGQQ2LFPEUuQHjhhU;Misere Mani;ERA;246480.0
24056;0.562;0.41;74rmKule30gvun35YEEAtb;Hymne;ERA;296507.0
24057;0.705;0.33;2xIqEgaVr6u7HU4SIo6hn7;Misere Mani;ERA;246893.0
24059;0.443;0.115;2bZ153thtHvFiP6exKDD9N;I'm No Angel;ERA;271348.0
24080;0.578;0.202;5jty0ARn5bByWLQ6oNj0ox;Prudentia;Lesiem;288133.0
24081;0.527;0.199;53q1XC5aJz2S35ckeJD9RO;Humilitas;Lesiem;249000.0
24311;0.751;0.718;096YtKWNRXdmYKFLelSBto;Still Goin Down;Morgan Wallen;186293.0
24355;0.76;0.446;3LKpVFT3Yqs5w4O4OH6pvJ;One Last Time;LP;193213.0
24362;0.669;0.673;4iFSDLdPrWIaYo2VQeCv4f;Ma' G;J Balvin;226387.0
24370;0.876;0.583;26gAJmT5PipdLamyFMy7c8;See You Again;Roosevelt;262798.0
24432;0.691;0.521;2ljf8Xlq7eD1oM9rCnIJxt;Try Better Next Time;Placebo;187751.0
24457;0.859;0.822;75MNhvTCCKsST3YqqUiU9r;Shivers;Ed Sheeran;207853.0
24458;0.766;0.442;5fwSHlTEWpluwOM0Sxnh5k;Pepas;Farruko;287120.0
24470;0.796;0.961;5krhFNgUcYHwXlNPJJYzFM;Tell Me Something Good;Ewan McVicar;249679.0
24487;0.878;0.238;4vGqY0JSAVwfHrntpsWgYE;Tell It To My Heart (feat. Hozier) - KREAM Remix;MEDUZA,Hozier,KREAM;232620.0
24503;0.887;0.568;4kAAko5kg70EjAWGF2ViWW;光るなら;Goose house;252133.0
